entry_time,entry_price,sl_price,tp_price,partial_tp_price,trade_type,reason,lot_size,original_lot_size,status,partial_pnl,commission,exit_time,exit_price,net_pnl,win,day_of_week,holding_period_mins,sl_pips,equity,running_max,drawdown,sl_range
2025-08-01 02:00:00,1.1406704247782546,1.14136,1.14016,1.1399808495565094,SELL,Sweep above Prev_D_High,0.7250840578849693,0.7250840578849693,CLOSED,0.0,2.5377942025973925,2025-08-01 02:15:00,1.14136,-52.53779420259739,False,Friday,15.0,6.895752217452866,9947.462205797403,9947.462205797403,0.0,5-10 pips
2025-08-01 03:15:00,1.1421191855289718,1.1414600000000001,1.14266,1.1427783710579436,BUY,Sweep below Prev_D_Low,0.7547192378086228,0.7547192378086228,CLOSED,0.0,2.6415173323301797,2025-08-01 03:15:00,1.1414600000000001,-52.39151733233018,False,Friday,0.0,6.5918552897170635,9895.070688465072,9947.462205797403,52.391517332331205,5-10 pips
2025-08-01 03:30:00,1.1414007771053885,1.1420299999999999,1.14083,1.140771554210777,SELL,Sweep above Prev_D_High,0.7867045275040309,0.7867045275040309,CLOSED,0.0,2.753465846264108,2025-08-01 04:00:00,1.1420299999999999,-52.254715846264105,False,Friday,30.0,6.292228946114253,9842.815972618808,9947.462205797403,104.64623317859514,5-10 pips
2025-08-01 04:15:00,1.1420865531752509,1.14141,1.14261,1.1427631063505017,BUY,Sweep below Prev_D_Low,0.7280099414467864,0.7280099414467864,CLOSED,0.0,2.5480347950637525,2025-08-04 02:00:00,1.14261,35.559414428541,True,Friday,4185.0,6.76553175250838,9878.37538704735,9947.462205797403,69.08681875005277,5-10 pips
2025-08-04 03:00:00,1.1579684481401467,1.15727,1.1584699999999999,1.1586668962802933,BUY,Sweep below Prev_D_Low,0.7079162811678118,0.7079162811678118,CLOSED,0.0,2.4777069840873414,2025-08-04 03:00:00,1.15727,-51.921987980205365,False,Monday,0.0,6.984481401466347,9826.453399067144,9947.462205797403,121.00880673025858,5-10 pips
2025-08-04 03:15:00,1.1584937700230074,1.15782,1.15902,1.1591675400460146,BUY,Sweep below Prev_D_Low,0.7301758450391287,0.7301758450391287,CLOSED,0.0,2.5556154576369505,2025-08-04 03:15:00,1.15782,-51.752675048774385,False,Monday,0.0,6.737700230072807,9774.70072401837,9947.462205797403,172.7614817790327,5-10 pips
2025-08-04 04:00:00,1.1579958463362354,1.15731,1.15851,1.1586816926724708,BUY,Sweep below Prev_D_Low,0.7137323873723098,0.7137323873723098,CLOSED,0.0,2.4980633558030845,2025-08-05 02:00:00,1.15731,-51.44913764898483,False,Monday,1320.0,6.858463362353628,9723.251586369384,9947.462205797403,224.21061942801862,5-10 pips
2025-08-04 04:15:00,1.15835150607806,1.15767,1.1588699999999998,1.15903301215612,BUY,Sweep below Prev_D_Low,0.7182778828990576,0.7182778828990576,CLOSED,0.0,2.5139725901467016,2025-08-05 02:00:00,1.15767,-51.46504688332845,False,Monday,1305.0,6.815060780600568,9671.786539486056,9947.462205797403,275.6756663113465,5-10 pips
2025-08-05 06:30:00,1.155581418094549,1.15494,1.15614,1.1562228361890978,BUY,Sweep below Prev_D_Low,0.7555378303497073,0.7555378303497073,CLOSED,0.0,2.6443824062239756,2025-08-05 06:30:00,1.15494,-51.10594595647391,False,Tuesday,0.0,6.414180945488734,9620.680593529582,9947.462205797403,326.7816122678214,5-10 pips
2025-08-05 06:45:00,1.1552342417603538,1.1545800000000002,1.15578,1.1558884835207075,BUY,Sweep below Prev_D_Low,0.7370250365313337,0.7370250365313337,CLOSED,0.0,2.579587627859668,2025-08-05 07:00:00,1.1545800000000002,-50.79884336035835,False,Tuesday,15.0,6.542417603536688,9569.881750169225,9947.462205797403,377.58045562817824,5-10 pips
2025-08-05 07:15:00,1.1559729310413487,1.15533,1.1565299999999998,1.1566158620826974,BUY,Sweep below Prev_D_Low,0.7462411420234041,0.7462411420234041,CLOSED,0.0,2.6118439970819143,2025-08-05 07:15:00,1.15533,-50.590003450918104,False,Tuesday,0.0,6.429310413487155,9519.291746718305,9947.462205797403,428.1704590790978,5-10 pips
2025-08-05 07:30:00,1.1561578770288439,1.15544,1.15664,1.1568757540576877,BUY,Sweep below Prev_D_Low,0.6649922861224591,0.6649922861224591,CLOSED,0.0,2.327473001428607,2025-08-06 02:00:00,1.15664,29.733332676690686,True,Tuesday,1110.0,7.178770288438496,9549.025079394996,9947.462205797403,398.43712640240665,5-10 pips
2025-08-06 07:00:00,1.1575744242513841,1.1582,1.157,1.1569488485027684,SELL,Sweep above Prev_D_High,0.765671827767368,0.765671827767368,CLOSED,0.0,2.679851397185788,2025-08-06 07:00:00,1.1582,-50.578424082143385,False,Wednesday,0.0,6.255757486157698,9498.446655312853,9947.462205797403,449.01555048454975,5-10 pips
2025-08-06 10:15:00,1.1605730217158847,1.15989,1.16109,1.1612560434317694,BUY,Breakout above Prev_D_High,0.6977681487008913,0.6977681487008913,CLOSED,0.0,2.4421885204531195,2025-08-06 10:15:00,1.15989,-50.10126834198593,False,Wednesday,0.0,6.830217158846352,9448.345386970866,9947.462205797403,499.1168188265365,5-10 pips
2025-08-06 10:30:00,1.1596776613873079,1.15899,1.1601899999999998,1.1603653227746158,BUY,Sweep below Prev_W_High,0.6895949852305951,0.6895949852305951,CLOSED,0.0,2.413582448307083,2025-08-06 10:30:00,1.1601899999999998,32.91703135693007,True,Wednesday,0.0,6.87661387307914,9481.262418327797,9947.462205797403,466.19978746960624,5-10 pips
2025-08-07 04:15:00,1.1670955983793148,1.16641,1.1676099999999998,1.1677811967586296,BUY,Breakout above Prev_D_High,0.6942466453759756,0.6942466453759756,CLOSED,0.0,2.4298632588159146,2025-08-07 04:15:00,1.16641,-50.02730075026725,False,Thursday,0.0,6.855983793148113,9431.23511757753,9947.462205797403,516.2270882198736,5-10 pips
2025-08-07 10:15:00,1.1660841910497723,1.16675,1.16555,1.1654183820995447,SELL,Sweep above Prev_D_High,0.7113069039970717,0.7113069039970717,CLOSED,0.0,2.4895741639897513,2025-08-07 10:15:00,1.16675,-49.84902446798383,False,Thursday,0.0,6.658089502276088,9381.386093109546,9947.462205797403,566.076112687857,5-10 pips
2025-08-07 10:30:00,1.1663833613437633,1.1670399999999999,1.16584,1.1657267226875268,SELL,Sweep above Prev_D_High,0.7176344646316147,0.7176344646316147,CLOSED,0.0,2.5117206262106517,2025-08-07 11:00:00,1.1670399999999999,-49.63437367868476,False,Thursday,30.0,6.566386562365523,9331.751719430862,9947.462205797403,615.7104863665409,5-10 pips
2025-08-07 11:15:00,1.165664636076839,1.16629,1.1650900000000002,1.165039272153678,SELL,Sweep above Prev_D_High,0.7497560708364983,0.7497560708364983,CLOSED,0.0,2.624146247927744,2025-08-07 11:15:00,1.16629,-49.51118603513948,False,Thursday,0.0,6.253639231610375,9282.240533395721,9947.462205797403,665.2216724016816,5-10 pips
2025-08-11 08:00:00,1.164510154520008,1.16515,1.16395,1.1638703090400162,SELL,Sweep above Prev_D_High,0.7291229843316198,0.7291229843316198,CLOSED,0.0,2.5519304451606692,2025-08-11 08:15:00,1.16515,-49.20453503343634,False,Monday,15.0,6.398454799918518,9233.035998362286,9947.462205797403,714.4262074351172,5-10 pips
2025-08-11 07:45:00,1.164917741410831,1.16554,1.1643400000000002,1.1642954828216618,SELL,Sweep above Prev_D_High,0.7497301829223695,0.7497301829223695,CLOSED,0.0,2.6240556402282933,2025-08-11 08:30:00,1.16554,-49.276660228503964,False,Monday,45.0,6.2225858916908905,9183.759338133781,9947.462205797403,763.7028676636219,5-10 pips
2025-08-11 09:15:00,1.1640353320020072,1.16476,1.1635600000000001,1.1633106640040143,SELL,Sweep above Prev_D_High,0.6373412192937421,0.6373412192937421,CLOSED,0.0,2.230694267528097,2025-08-11 09:15:00,1.16476,-48.416772809921,False,Monday,0.0,7.246679979928672,9135.342565323861,9947.462205797403,812.119640473542,5-10 pips
2025-08-11 09:30:00,1.1640287317828841,1.16469,1.1634900000000001,1.1633674635657683,SELL,Sweep above Prev_D_High,0.6949547393962874,0.6949547393962874,CLOSED,0.0,2.432341587887006,2025-08-11 09:30:00,1.16469,-48.38748973756795,False,Monday,0.0,6.612682171158735,9086.955075586293,9947.462205797403,860.50713021111,5-10 pips
2025-08-12 15:30:00,1.168798508588759,1.1681700000000002,1.16937,1.169427017177518,BUY,Breakout above Prev_D_High,0.7275218386310528,0.7275218386310528,CLOSED,0.0,2.5463264352086847,2025-08-12 15:30:00,1.1681700000000002,-48.27169884414123,False,Tuesday,0.0,6.285085887589581,9038.683376742152,9947.462205797403,908.7788290552508,5-10 pips
2025-08-12 16:00:00,1.1670646799327271,1.1677199999999999,1.16652,1.1664093598654544,SELL,Sweep above Prev_D_High,0.6942675467917755,0.6942675467917755,CLOSED,0.0,2.4299364137712143,2025-08-12 16:00:00,1.1677199999999999,-47.926681960659096,False,Tuesday,0.0,6.553200672727577,8990.756694781492,9947.462205797403,956.7055110159108,5-10 pips
2025-08-12 16:30:00,1.1682211971135135,1.16753,1.1687299999999998,1.168912394227027,BUY,Breakout above Prev_D_High,0.654939972029682,0.654939972029682,CLOSED,0.0,2.292289902103887,2025-08-12 16:30:00,1.16753,-47.561551721257324,False,Tuesday,0.0,6.9119711351350865,8943.195143060235,9947.462205797403,1004.2670627371681,5-10 pips
2025-08-12 16:15:00,1.1667227301869416,1.16743,1.16623,1.1660154603738833,SELL,Sweep above Prev_D_High,0.6400564676074829,0.6400564676074829,CLOSED,0.0,2.24019763662619,2025-08-12 16:30:00,1.16743,-47.50945945577963,False,Tuesday,15.0,7.072698130583532,8895.685683604455,9947.462205797403,1051.7765221929476,5-10 pips
2025-08-13 07:15:00,1.1708745920616224,1.17024,1.1714399999999998,1.1715091841232448,BUY,Breakout above Prev_D_High,0.7062264391770422,0.7062264391770422,CLOSED,0.0,2.4717925371196476,2025-08-13 07:15:00,1.17024,-47.28836173808154,False,Wednesday,0.0,6.345920616224188,8848.397321866374,9947.462205797403,1099.0648839310288,5-10 pips
2025-08-13 13:15:00,1.1697220188088748,1.16907,1.17027,1.1703740376177496,BUY,Sweep below Prev_W_High,0.683914110267964,0.683914110267964,CLOSED,0.0,2.393699385937874,2025-08-13 13:30:00,1.17027,35.083507491251694,True,Wednesday,15.0,6.520188088747769,8883.480829357626,9947.462205797403,1063.9813764397768,5-10 pips
2025-08-13 13:30:00,1.1703976519599961,1.16972,1.17092,1.1710753039199921,BUY,Breakout above Prev_D_High,0.65804408438837,0.65804408438837,CLOSED,0.0,2.303154295359295,2025-08-13 13:30:00,1.16972,-46.89564065031638,False,Wednesday,0.0,6.7765195999602845,8836.58518870731,9947.462205797403,1110.8770170900934,5-10 pips
2025-08-14 05:30:00,1.1699767485229697,1.16927,1.17047,1.1706834970459394,BUY,Sweep below Prev_W_High,0.6304492830114956,0.6304492830114956,CLOSED,0.0,2.2065724905402346,2025-08-14 06:15:00,1.17047,28.890431513262666,True,Thursday,45.0,7.067485229697024,8865.475620220572,9947.462205797403,1081.9865855768312,5-10 pips
2025-08-14 06:45:00,1.1697518606664987,1.16914,1.17034,1.1703637213329974,BUY,Sweep below Prev_W_High,0.7307610609038168,0.7307610609038168,CLOSED,0.0,2.557663713163359,2025-08-14 06:45:00,1.17034,40.42126861769774,True,Thursday,0.0,6.118606664986537,8905.89688883827,9947.462205797403,1041.5653169591333,5-10 pips
2025-08-14 07:00:00,1.1688437757133285,1.16819,1.16939,1.169497551426657,BUY,Sweep below Prev_W_High,0.6871972868265428,0.6871972868265428,CLOSED,0.0,2.4051905038929,2025-08-14 07:00:00,1.16939,35.1311942760416,True,Thursday,0.0,6.5377571332847495,8941.028083114312,9947.462205797403,1006.4341226830911,5-10 pips
2025-08-14 09:15:00,1.1685707337173161,1.1678600000000001,1.16906,1.1692814674346321,BUY,Sweep below Prev_D_Low,0.6347661643732375,0.6347661643732375,CLOSED,0.0,2.2216815753063313,2025-08-14 09:15:00,1.1678600000000001,-47.336653138447566,False,Thursday,0.0,7.107337173160033,8893.691429975865,9947.462205797403,1053.7707758215383,5-10 pips
2025-08-15 14:30:00,1.1707704512245607,1.1714799999999999,1.17028,1.1700609024491215,SELL,Sweep above Prev_D_High,0.63264708867325,0.63264708867325,CLOSED,0.0,2.214264810356375,2025-08-15 14:30:00,1.1714799999999999,-47.1036615156819,False,Friday,0.0,7.095487754391616,8846.587768460182,9947.462205797403,1100.874437337221,5-10 pips
2025-08-15 14:45:00,1.1712261178274674,1.17193,1.17073,1.170522235654935,SELL,Sweep above Prev_D_High,0.6345515125223327,0.6345515125223327,CLOSED,0.0,2.2209302938281645,2025-08-15 14:45:00,1.17073,29.26030148704447,True,Friday,0.0,7.038821725324773,8875.848069947226,9947.462205797403,1071.6141358501773,5-10 pips
2025-08-15 15:00:00,1.1708431308738274,1.1715799999999998,1.17038,1.170106261747655,SELL,Sweep above Prev_D_High,0.6082810948197384,0.6082810948197384,CLOSED,0.0,2.128983831869084,2025-08-15 15:15:00,1.17038,26.042391665788227,True,Friday,15.0,7.368691261724347,8901.890461613015,9947.462205797403,1045.571744184388,5-10 pips
2025-08-15 15:15:00,1.1701646173709772,1.17089,1.1696900000000001,1.1694392347419544,SELL,Sweep above Prev_D_High,0.6179132789695735,0.6179132789695735,CLOSED,0.0,2.1626964763935073,2025-08-15 15:15:00,1.17089,-46.98505235709676,False,Friday,0.0,7.2538262902277495,8854.905409255918,9947.462205797403,1092.5567965414848,5-10 pips
2025-08-18 04:00:00,1.170742585470815,1.1700700000000002,1.17127,1.1714151709416296,BUY,Sweep below Prev_D_Low,0.6651809014636333,0.6651809014636333,CLOSED,0.0,2.3281331551227167,2025-08-18 04:00:00,1.1700700000000002,-47.06723413391074,False,Monday,0.0,6.725854708147239,8807.838175122008,9947.462205797403,1139.6240306753953,5-10 pips
2025-08-18 04:30:00,1.1707673275050106,1.17002,1.17122,1.171514655010021,BUY,Sweep below Prev_D_Low,0.5956612753503402,0.5956612753503402,CLOSED,0.0,2.0848144637261905,2025-08-18 05:15:00,1.17042,-22.77376892360929,False,Monday,45.0,7.473275050104977,8785.064406198399,9947.462205797403,1162.3977995990044,5-10 pips
2025-08-18 04:45:00,1.170975591619105,1.17031,1.1715099999999998,1.1716411832382099,BUY,Sweep below Prev_D_Low,0.668809585279267,0.668809585279267,CLOSED,0.0,2.3408335484774345,2025-08-18 05:30:00,1.17031,-46.85623902237151,False,Monday,45.0,6.655916191049549,8738.208167176026,9947.462205797403,1209.2540386213768,5-10 pips
2025-08-18 05:45:00,1.170633887479329,1.16994,1.1711399999999998,1.171327774958658,BUY,Sweep below Prev_D_Low,0.6368378878511967,0.6368378878511967,CLOSED,0.0,2.228932607479188,2025-08-19 02:00:00,1.16994,-46.41831628170438,False,Monday,1215.0,6.9388747932896955,8691.789850894322,9947.462205797403,1255.6723549030812,5-10 pips
2025-08-19 03:45:00,1.1659404041760317,1.16531,1.16651,1.1665708083520634,BUY,Sweep below Prev_D_Low,0.6974642368746891,0.6974642368746891,CLOSED,0.0,2.441124829061412,2025-08-19 04:15:00,1.16531,-46.40956158491548,False,Tuesday,30.0,6.304041760316625,8645.380289309407,9947.462205797403,1302.0819164879958,5-10 pips
2025-08-19 03:30:00,1.165945953121744,1.16528,1.16648,1.1666119062434879,BUY,Sweep below Prev_D_Low,0.6602332104205275,0.6602332104205275,CLOSED,0.0,2.3108162364718465,2025-08-19 04:15:00,1.16541,-37.69622125686146,False,Tuesday,45.0,6.6595312174388965,8607.684068052546,9947.462205797403,1339.7781377448573,5-10 pips
2025-08-19 04:30:00,1.165907015203982,1.1652200000000001,1.16642,1.166594030407964,BUY,Sweep below Prev_D_Low,0.6342169328193973,0.6342169328193973,CLOSED,0.0,2.2197592648678905,2025-08-20 02:00:00,1.1652200000000001,-45.79142681184073,False,Tuesday,1290.0,6.870152039819555,8561.892641240704,9947.462205797403,1385.5695645566993,5-10 pips
2025-08-19 04:45:00,1.1660086894978687,1.16536,1.1665599999999998,1.1666573789957375,BUY,Sweep below Prev_D_Low,0.671687574565707,0.671687574565707,CLOSED,0.0,2.3509065109799745,2025-08-20 02:00:00,1.16536,-45.922574057952815,False,Tuesday,1275.0,6.486894978687818,8515.970067182752,9947.462205797403,1431.4921386146507,5-10 pips
2025-08-20 06:00:00,1.1640924674829563,1.1634600000000002,1.16466,1.1647249349659123,BUY,Sweep below Prev_D_Low,0.682026381338848,0.682026381338848,CLOSED,0.0,2.387092334685968,2025-08-20 06:15:00,1.1634600000000002,-45.52304320618909,False,Wednesday,15.0,6.3246748295608946,8470.447023976561,9947.462205797403,1477.0151818208415,5-10 pips
2025-08-20 07:30:00,1.1647808738497982,1.16409,1.16529,1.1654717476995964,BUY,Sweep below Prev_D_Low,0.6212461382014244,0.6212461382014244,CLOSED,0.0,2.174361483704985,2025-08-20 07:30:00,1.16409,-45.09463260085059,False,Wednesday,0.0,6.90873849798157,8425.35239137571,9947.462205797403,1522.1098144216921,5-10 pips
2025-08-20 08:00:00,1.1647326704906187,1.1640300000000001,1.16523,1.1654353409812372,BUY,Sweep below Prev_D_Low,0.607762391216486,0.607762391216486,CLOSED,0.0,2.127168369257701,2025-08-20 08:00:00,1.1640300000000001,-44.83283813081758,False,Wednesday,0.0,7.026704906185621,8380.519553244894,9947.462205797403,1566.9426525525087,5-10 pips
2025-08-20 08:15:00,1.1642475674305879,1.1636,1.1647999999999998,1.1648951348611758,BUY,Sweep below Prev_D_Low,0.6561809536062411,0.6561809536062411,CLOSED,0.0,2.2966333376218437,2025-08-21 02:00:00,1.1647999999999998,33.95293968236633,True,Wednesday,1065.0,6.475674305879142,8414.47249292726,9947.462205797403,1532.9897128701432,5-10 pips
2025-08-21 14:15:00,1.1627885230169104,1.16213,1.16333,1.1634470460338207,BUY,Sweep below Prev_D_Low,0.6480166703674458,0.6480166703674458,CLOSED,0.0,2.26805834628606,2025-08-21 14:15:00,1.16213,-44.941447624138085,False,Thursday,0.0,6.585230169102729,8369.531045303122,9947.462205797403,1577.9311604942814,5-10 pips
2025-08-21 14:30:00,1.1623289282201257,1.1616600000000001,1.16286,1.1629978564402512,BUY,Sweep below Prev_D_Low,0.6347470633470063,0.6347470633470063,CLOSED,0.0,2.2216147217145217,2025-08-21 14:45:00,1.1616600000000001,-44.68163705317728,False,Thursday,15.0,6.68928220125542,8324.849408249946,9947.462205797403,1622.6127975474574,5-10 pips
